PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
80,2024-03-08,15:40:52.06,6,1,"Bobbitt, Keagan",10013020,Left,SOU_SUB,"Guejardo, Alex",1000270394,Right,ALV_CCO,Undefined,2,Bottom,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,1,,84.05239,-2.564935,4.879823,2003.035375,157.645592,11:15,6.43968,-1.73668,6.07441,-24.02234,15.42434,-5.83512,2.05406,2.30369,77.28393,-7.053887,3.834893,0.45204,,,,,,,,,,,,4.3978,9.04945,1.36119,50,6.22735,-10.17547,-121.68012,-6.17307,6.60792,23.38652,-18.57679,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,4ce1f880-dd94-11ee-95c8-6bb71ff6f4b1,83.38302,,,6.76846,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:40:52.06,2024-03-08T15:40:52.0622644-06:00,2024-03-08T21:40:52.0622644Z,,v3,ALV-COM,,,"Lemm, Johnny",1000221262,Right,SOU_SUB,902c4af3-e139-4d48-b27f-fe74dfbded97,54.43159,-122.52889,11.69326,6.43916,-5.49885,-9.2884,1.73485,-10.4153,3.30396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,2024-03-08,15:41:21.16,6,2,"Bobbitt, Keagan",10013020,Left,SOU_SUB,"Guejardo, Alex",1000270394,Right,ALV_CCO,Undefined,2,Bottom,2,1,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Double,0,2,,84.49541,-2.085103,1.89431,1921.677537,131.51152,10:30,6.35795,-1.99979,5.88728,-26.69265,12.37709,-12.61268,2.19533,-1.29107,77.70596,-7.04652,-0.3702,0.449875,77.04057,8.656901,1.887302,4729.335318,,,,114.44088,114.12265,2.697941,1.166952,7.00323,7.27351,1.85431,50,6.17405,-3.56203,-122.68153,-5.3067,10.70054,23.68959,-21.06055,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,5e3e8d00-dd94-11ee-95c8-6bb71ff6f4b1,83.78429,6.42306,,6.78944,,,,0.82731,2.12632,1.26181,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:41:21.16,2024-03-08T15:41:21.1688500-06:00,2024-03-08T21:41:21.1688500Z,GroundBall,v3,ALV-COM,,,"Lemm, Johnny",1000221262,Right,SOU_SUB,f2bd2b90-70ba-419f-8c6a-f5e799fca802,54.6171,-123.56987,11.8448,6.35824,-4.51695,-10.53028,1.99541,-3.96329,5.35027,206.772293,0.82731,111.64477,-14.83619,2.65291,-0.53279,0.10154,-0.02,0.00353,-0.00035,2.12632,17.00734,-17.47455,1.39778,-0.27193,0.05921,-0.0106,0.00189,-0.00021,1.26181,3.67887,-0.0477,-0.08742,0.02514,-0.00603,0.00107,-0.00018,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
82,2024-03-08,15:42:50.50,7,1,"Bobbitt, Keagan",10013020,Left,SOU_SUB,"Baker, Cade",10145925,Right,ALV_CCO,Undefined,2,Bottom,2,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,74.51045,0.016445,1.468978,2365.48038,269.057853,3:00,6.52844,-2.0196,5.16427,-49.66011,1.77965,17.9319,2.40558,0.85772,69.18638,-8.951015,4.645443,0.516203,60.54567,-23.916891,-84.85667,,,,,7.21291,6.7777,-61.319212,0.071138,-8.64934,1.26827,1.86788,50,6.49153,-3.44275,-108.2364,-1.60125,-10.30662,18.09622,-30.66276,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,9384b430-dd94-11ee-95c8-6bb71ff6f4b1,73.0186,2.57372,,5.32407,,,,2.94143,2.57372,-0.54799,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:42:50.50,2024-03-08T15:42:50.5091124-06:00,2024-03-08T21:42:50.5091124Z,GroundBall,v3,ALV-COM,,,"Lemm, Johnny",1000221262,Right,SOU_SUB,0b4aaed8-987e-44a4-9be7-502f64d8d933,55.34257,-109.12598,9.04811,6.5332,-0.09393,-15.33138,2.02467,-2.9361,-5.15331,180,2.94102,7.31331,,,,,,,,2.57577,-36.17937,,,,,,,,-0.5434,-81.24998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
83,2024-03-08,15:43:09.38,7,2,"Bobbitt, Keagan",10013020,Left,SOU_SUB,"Baker, Cade",10145925,Right,ALV_CCO,Undefined,2,Bottom,2,0,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.10519,-0.369372,4.282477,2005.346003,121.774613,10:00,6.35315,-2.07401,5.78501,-33.17336,8.30713,-11.42512,3.24407,0.96587,75.69354,-6.487559,2.24325,0.463547,,,,,,,,,,,,6.91217,4.71725,1.72701,50,6.30255,-8.46585,-119.04747,-1.84008,9.99882,21.14539,-25.35029,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,9ebd52d0-dd94-11ee-95c8-6bb71ff6f4b1,81.31317,,,6.41166,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:43:09.38,2024-03-08T15:43:09.3867060-06:00,2024-03-08T21:43:09.3867060Z,,v3,ALV-COM,,,"Lemm, Johnny",1000221262,Right,SOU_SUB,1721f0e1-d4b3-4c3c-b5ca-2ee970bc8080,54.71907,-119.88274,10.5727,6.35546,-0.8387,-12.67514,2.06923,-8.86082,4.99941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
84,2024-03-08,15:43:25.66,7,3,"Bobbitt, Keagan",10013020,Left,SOU_SUB,"Baker, Cade",10145925,Right,ALV_CCO,Undefined,2,Bottom,2,0,2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.41484,0.548985,1.725575,1933.646988,120.572055,10:00,6.32445,-1.9678,5.74394,-33.38592,8.06327,-11.39579,4.05373,-1.3102,75.24226,-5.641733,-0.313796,0.463372,,,,,,,,,,,,6.26055,4.36339,1.83111,50,6.34986,-3.14339,-119.63369,0.05921,9.05318,23.55455,-25.86432,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,a86d7cb0-dd94-11ee-95c8-6bb71ff6f4b1,81.34387,,,7.17257,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:43:25.66,2024-03-08T15:43:25.6620084-06:00,2024-03-08T21:43:25.6620084Z,,v3,ALV-COM,,,"Lemm, Johnny",1000221262,Right,SOU_SUB,7c27af72-8a49-45ce-ac93-d7a081cf4220,54.75832,-120.56692,11.77727,6.32721,1.08394,-12.93216,1.96276,-3.50207,4.52659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2024-03-08,15:45:55.12,1,1,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Stewart, Tyler",1000096009,Right,SOU_SUB,Undefined,3,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.59019,-1.133555,-1.381467,2039.489638,233.495367,1:45,5.89515,1.33554,5.94555,-22.81859,11.96721,14.65985,2.94165,1.27546,81.82944,-5.410902,1.253081,0.424495,,,,,,,,,,,,-7.86134,6.79823,-1.23339,50,5.79197,2.5078,-130.10385,-3.31419,-13.44969,27.7673,-20.54319,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,018a98f0-dd95-11ee-95c8-6bb71ff6f4b1,88.79366,,,7.76074,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:45:55.12,2024-03-08T15:45:55.1299636-06:00,2024-03-08T21:45:55.1299636Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,ea7b2d5f-d110-47e8-905c-1bc7276e6f64,54.55687,-131.07278,13.88365,5.89511,-2.59734,-10.27159,-1.32908,2.97713,-6.72485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2024-03-08,15:46:07.82,1,2,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Stewart, Tyler",1000096009,Right,SOU_SUB,Undefined,3,Top,0,0,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,89.72599,-0.966724,-1.334791,2001.283481,238.576438,2:00,5.81311,1.303,5.85659,-23.24568,11.30182,16.81025,2.97738,1.46337,82.5198,-5.298655,1.681265,0.423038,,,,,,,,,,,,-8.98264,6.35378,-1.20458,50,5.7209,2.33279,-130.42207,-2.97713,-15.54929,26.15016,-21.17544,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,091598e0-dd95-11ee-95c8-6bb71ff6f4b1,89.09935,,,7.20619,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:46:07.82,2024-03-08T15:46:07.8226484-06:00,2024-03-08T21:46:07.8226484Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,cd08c0db-ab32-4ee8-8da3-4881021dcd20,54.64858,-131.35082,13.07508,5.81328,-2.22506,-10.58772,-1.29724,2.88504,-7.77465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2024-03-08,15:46:22.84,1,3,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Stewart, Tyler",1000096009,Right,SOU_SUB,Undefined,3,Top,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.6777,-2.557723,-1.987589,2430.134536,117.556621,10:00,5.91706,1.24989,5.74444,-34.6436,9.71571,-15.97812,0.64549,-1.93308,73.57224,-8.900523,-4.847157,0.479362,,,,,,,,,,,,7.73678,6.05213,-1.074,50,5.68258,4.59167,-115.61613,-6.24027,10.45156,21.95155,-23.99825,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,120a13e0-dd95-11ee-95c8-6bb71ff6f4b1,78.6304,,,6.10545,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:46:22.84,2024-03-08T15:46:22.8470324-06:00,2024-03-08T21:46:22.8470324Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,0720ca9f-2ef2-45b5-8120-a687cd26bb85,54.76182,-116.51673,10.97577,5.9184,-5.2557,-11.99913,-1.25358,4.16288,5.22578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2024-03-08,15:46:38.86,1,4,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Stewart, Tyler",1000096009,Right,SOU_SUB,Undefined,3,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.50534,-2.947048,-3.736724,2131.621079,212.463133,1:00,5.84144,1.36217,6.23566,-17.25017,15.62548,9.3091,1.67689,-1.31434,84.26015,-6.208158,-2.059916,0.412675,,,,,,,,,,,,-5.84485,9.20162,-1.08762,50,5.61219,8.29559,-132.69482,-7.35459,-10.49029,26.63343,-15.65907,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,1b8f8440-dd95-11ee-95c8-6bb71ff6f4b1,91.33675,,,7.24519,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:46:38.86,2024-03-08T15:46:38.8609588-06:00,2024-03-08T21:46:38.8609588Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,931c9acb-cb0f-401f-9f89-025d633b8130,54.26984,-133.54908,13.31672,5.84003,-6.85233,-7.82954,-1.3591,8.63207,-5.24514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,2024-03-08,15:46:54.14,1,5,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Stewart, Tyler",1000096009,Right,SOU_SUB,Undefined,3,Top,0,2,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,90.55426,-1.540321,-2.508956,2111.098009,237.193037,2:00,5.93576,1.18547,6.03216,-22.42915,11.08386,15.73871,2.63844,0.17196,83.83096,-5.718847,0.322113,0.416656,88.82474,-12.04938,-5.923446,,,,,12.86296,7.34352,-6.3204,0.101889,-8.74823,6.37965,-0.99783,50,5.80285,5.12173,-131.63335,-4.27866,-15.54154,24.66581,-20.84042,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,24af7c10-dd95-11ee-95c8-6bb71ff6f4b1,90.46409,2.77721,,6.7233,,,,-0.15638,2.77721,-0.07337,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:46:54.14,2024-03-08T15:46:54.1423156-06:00,2024-03-08T21:46:54.1423156Z,GroundBall,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,000862d8-9535-4167-aa59-2f94e6a90a80,54.47383,-132.46902,12.3329,5.93585,-3.5726,-10.42021,-1.18028,5.64827,-7.77077,,-0.16108,127.01182,,,,,,,,2.77822,-27.25716,,,,,,,,-0.07288,-13.17793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
90,2024-03-08,15:47:31.32,2,1,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Holmes, Christian",813483,Right,SOU_SUB,Undefined,3,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.56815,-2.793596,-4.920316,2075.244097,242.932818,2:00,6.03603,0.95794,6.16783,-23.74438,9.97123,17.51643,1.46516,-2.1387,83.46488,-7.216534,-1.772817,0.417914,,,,,,,,,,,,-10.31319,6.19512,-0.5927,50,5.81106,10.57125,-131.15115,-7.19045,-18.10208,25.72537,-21.30014,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,3adb72f0-dd95-11ee-95c8-6bb71ff6f4b1,90.19184,,,7.10326,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:47:31.32,2024-03-08T15:47:31.3229364-06:00,2024-03-08T21:47:31.3229364Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,5edf9bb9-a94b-4bb8-abc3-6bdf2a803b60,54.33739,-131.99919,12.86268,6.03652,-6.48829,-10.65007,-0.95102,11.16799,-9.05104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2024-03-08,15:47:48.52,2,2,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Holmes, Christian",813483,Right,SOU_SUB,Undefined,3,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.69236,-2.990507,-3.065473,2001.050559,249.122165,2:15,5.67684,1.42313,6.37606,-25.71537,8.25839,19.00265,0.77584,0.18341,82.86442,-7.778942,0.376613,0.419511,,,,,,,,,,,,-10.88158,5.37591,-1.21086,50,5.44829,6.26449,-130.23275,-7.61246,-18.80067,25.81186,-22.88578,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,45173b00-dd95-11ee-95c8-6bb71ff6f4b1,89.84852,,,6.82793,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:47:48.52,2024-03-08T15:47:48.5286452-06:00,2024-03-08T21:47:48.5286452Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,ec520a2e-7d66-413b-932f-3f690f475be8,54.1315,-131.04904,12.90593,5.67759,-6.8887,-11.44289,-1.41837,6.85906,-9.40033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,2024-03-08,15:48:08.26,2,3,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Holmes, Christian",813483,Right,SOU_SUB,Undefined,3,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.73886,-1.86632,-4.909745,2075.623104,244.442964,2:15,5.89589,1.0129,6.48278,-24.8782,8.91398,16.58245,2.10204,-2.12467,82.87717,-6.522011,-1.913109,0.418388,,,,,,,,,,,,-9.88548,5.44685,-0.67356,50,5.75305,10.5324,-130.12563,-5.01517,-17.12599,24.64622,-22.7377,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,50d647b0-dd95-11ee-95c8-6bb71ff6f4b1,90.08964,,,6.86169,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:48:08.26,2024-03-08T15:48:08.2638388-06:00,2024-03-08T21:48:08.2638388Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,928ccd71-ae41-4043-9353-d5406ead57ef,54.02264,-130.88531,12.32311,5.89684,-4.31431,-11.36885,-1.00634,11.06028,-8.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,2024-03-08,15:48:30.08,2,4,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Holmes, Christian",813483,Right,SOU_SUB,Undefined,3,Top,0,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,89.56545,-0.671347,-3.112143,2062.906223,218.507509,1:15,5.80596,1.46888,6.22718,-17.92284,16.38288,12.19894,3.69199,-0.38898,82.0496,-4.083513,-0.913256,0.421556,,,,,,,,,,,,-7.14272,8.98977,-1.24176,50,5.74656,6.57575,-130.06268,-2.03313,-12.28251,26.28935,-16.71532,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,5ddc5350-dd95-11ee-95c8-6bb71ff6f4b1,89.41276,,,7.51585,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:48:30.08,2024-03-08T15:48:30.0872756-06:00,2024-03-08T21:48:30.0872756Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,8ee8aa1a-be38-4e8f-b963-1afbbc89e00c,54.2764,-130.92421,13.14468,5.80421,-1.48535,-8.35766,-1.46385,6.97826,-6.14125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,2024-03-08,15:48:56.49,3,1,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Martinez, Anthony",1000319273,Right,SOU_SUB,Undefined,3,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.0681,-2.995721,-4.466946,2054.181559,220.916321,1:15,5.72262,1.33889,6.41015,-18.1354,15.54772,12.60965,1.4458,-1.72608,83.11288,-6.426793,-2.190853,0.417713,,,,,,,,,,,,-7.70193,9.18508,-1.02394,50,5.49876,9.7026,-130.53444,-7.36144,-13.41898,24.95897,-16.17102,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,6da17ef0-dd95-11ee-95c8-6bb71ff6f4b1,90.23532,,,6.95522,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:48:56.49,2024-03-08T15:48:56.4990516-06:00,2024-03-08T21:48:56.4990516Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,49b7fe9c-417c-42b0-b5f0-0574d27bd884,54.09456,-131.31501,12.47949,5.72108,-6.85571,-8.08551,-1.33394,10.12227,-6.70949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2024-03-08,15:49:12.71,3,2,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Martinez, Anthony",1000319273,Right,SOU_SUB,Undefined,3,Top,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.28649,-1.736136,-3.333869,2137.646874,215.922113,1:15,5.87901,1.34638,6.07465,-16.03973,18.00942,12.27044,2.93257,-0.71964,82.61808,-4.797833,-1.129044,0.419976,82.03706,53.677514,71.740494,5233.030863,,,,,66.23699,,,-7.24044,10.08548,-1.09444,50,5.73568,7.12192,-130.99063,-4.42998,-12.60802,27.09448,-14.61186,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,7747bdc0-dd95-11ee-95c8-6bb71ff6f4b1,89.74903,82.38304,,7.66841,,,,-0.26418,3.20401,0.61807,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:49:12.71,2024-03-08T15:49:12.7158836-06:00,2024-03-08T21:49:12.7158836Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,b6cfd4d6-dc04-4d24-820b-67cfd72ed2c2,54.42929,-131.90362,13.54724,5.87666,-3.93762,-7.30593,-1.34158,7.54676,-6.30401,,-0.26418,22.33028,-18.05591,5.40612,-1.4337,0.33182,-0.07358,0.01301,-0.00124,3.20401,96.94199,-25.25455,2.92959,-0.51961,0.07491,-0.00815,0.00055,3E-05,0.61807,67.68094,-8.03804,0.25775,0.25997,-0.13538,0.04223,-0.01028,0.00133,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
96,2024-03-08,15:49:34.11,3,3,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Martinez, Anthony",1000319273,Right,SOU_SUB,Undefined,3,Top,0,1,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.96101,-1.486457,-3.26912,2126.995019,225.082443,1:30,5.88133,1.27929,6.18598,-18.1593,15.28902,14.26296,2.99287,-0.55422,83.11228,-4.936487,-0.699851,0.416254,,,,,,,,,,,,-8.26839,8.64296,-1.03917,50,5.75956,6.94444,-131.99123,-3.96346,-14.59212,27.99104,-16.92086,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,84032bd0-dd95-11ee-95c8-6bb71ff6f4b1,90.5515,,,7.84872,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:49:34.11,2024-03-08T15:49:34.1191220-06:00,2024-03-08T21:49:34.1191220Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,7012ecaa-cc56-4b2c-8b02-7b7b3fe259cb,54.31744,-132.90366,13.99552,5.87977,-3.41189,-8.46043,-1.27329,7.42011,-7.29606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2024-03-08,15:49:56.58,3,4,"Weiblinger, Reagan",1000243639,Right,ALV_CCO,"Martinez, Anthony",1000319273,Right,SOU_SUB,Undefined,3,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,76.28337,2.270139,3.023898,,105.422875,9:30,5.81353,1.36146,5.61217,-43.60388,5.35555,-13.48603,4.30299,3.0629,69.28901,-5.77818,0.621399,0.503604,,,,,,,,,,,,7.55331,2.65225,-1.61221,50,5.98073,-5.29454,-110.45396,2.9962,9.28574,20.56981,-28.9135,ALV_CCO,SOU_SUB,700-HughAdamsPark,JUCO,NJCAA,20240308-700-HughAdamsPark-1,91742e40-dd95-11ee-95c8-6bb71ff6f4b1,74.84532,,,6.99436,,,,,,,be36c0df-88dc-4994-a1c1-aa6469d8e4e6,2024-03-08,21:49:56.58,2024-03-08T15:49:56.5853748-06:00,2024-03-08T21:49:56.5853748Z,,v3,ALV-COM,,,"Rodriguez, Gabriel",1000211946,Right,ALV_CCO,1cab0ede-f2b8-4861-8b17-136c5713ada8,54.88705,-111.36035,10.28491,5.82064,4.27026,-14.45675,-1.3699,-5.70371,4.64287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
